,City,Country,Latitude,Longitude,Clouduness (Percent),Wind Speed,Humidity,Temperature fahrenhiet,Converted Date
285,Fortuna,US,40.6,-124.16,1,5.1,93,55.11200000000006,2020-05-10
286,Zhalantun,CN,48.0,122.72,100,6.33,54,60.26000000000008,2020-05-10
287,Isangel,VU,-19.55,169.27,75,2.6,69,78.80000000000001,2020-05-10
288,Syracuse,IT,37.09,15.28,20,1.0,93,59.70200000000008,2020-05-10
289,Sakakah,SA,29.97,40.21,0,3.1,51,62.6,2020-05-10
290,Sept-Îles,CA,50.2,-66.38,75,6.2,45,42.908,2020-05-10
291,Nanortalik,GL,60.14,-45.24,3,8.93,71,39.50600000000003,2020-05-10
292,Batagay-Alyta,RU,67.8,130.41,99,1.18,95,25.25,2020-05-10
293,Whitehorse,CA,60.72,-135.05,20,4.1,22,68.0,2020-05-10
294,Dibulla,CO,11.27,-73.31,52,4.52,72,81.15800000000002,2020-05-10
295,Divnogorsk,RU,55.96,92.36,79,7.0,32,69.80000000000001,2020-05-10
296,Ust-Kuyga,RU,70.02,135.6,100,3.76,96,32.55800000000001,2020-05-10
297,Makakilo City,US,21.35,-158.09,40,3.6,48,80.15,2020-05-10
298,Conakry,GN,9.54,-13.68,100,5.6,84,80.54600000000005,2020-05-10
299,Goderich,CA,43.75,-81.72,7,1.61,77,32.360000000000085,2020-05-10
300,Kenai,US,60.55,-151.26,1,6.7,36,63.33800000000005,2020-05-10
301,Avera,US,33.19,-82.53,1,1.5,81,50.648000000000025,2020-05-10
302,North Bend,US,43.41,-124.22,90,2.1,87,57.63200000000002,2020-05-10
303,Grand Gaube,MU,-20.01,57.66,31,0.89,82,71.00600000000003,2020-05-10
304,São Miguel do Araguaia,BR,-13.28,-50.16,87,1.89,94,70.7,2020-05-10
305,Dikson,RU,73.51,80.55,92,10.24,97,28.922000000000036,2020-05-10
306,Krasnyy Oktyabr',RU,56.12,38.88,100,5.67,70,48.938000000000045,2020-05-10
307,Helong,CN,42.54,129.0,99,4.13,44,66.41600000000001,2020-05-10
308,Tirur,IN,10.9,75.92,100,2.07,75,86.558,2020-05-10
309,Basco,PH,20.45,121.97,70,3.42,73,83.69600000000005,2020-05-10
310,Labuhan,ID,-6.88,112.21,57,1.93,66,84.59600000000006,2020-05-10
311,Karratha,AU,-20.74,116.85,100,10.24,19,86.88200000000002,2020-05-10
312,Naifaru,MV,5.44,73.37,100,3.9,73,83.71400000000003,2020-05-10
313,Sena Madureira,BR,-9.07,-68.66,0,0.18,79,71.11400000000003,2020-05-10
314,Kalānaur,IN,28.83,76.4,21,3.61,21,94.19000000000003,2020-05-10
315,Cabinda,AO,-5.55,12.2,100,2.62,92,78.584,2020-05-10
316,Turkmenabat,TM,39.07,63.58,0,4.1,49,73.4,2020-05-10
317,Bilibino,RU,68.05,166.44,100,5.76,81,36.788000000000046,2020-05-10
318,Verkhniy Avzyan,RU,53.53,57.54,52,2.61,87,56.91200000000006,2020-05-10
319,Castro,BR,-24.79,-50.01,0,1.69,88,49.92800000000007,2020-05-10
320,Natal,BR,-5.79,-35.21,40,1.5,94,73.4,2020-05-10
321,Emerald,AU,-23.53,148.17,54,2.1,33,86.43200000000002,2020-05-10
322,Lakhdenpokh'ya,RU,61.52,30.2,3,1.62,87,39.00200000000008,2020-05-10
323,Ankang,CN,32.68,109.02,43,3.58,30,68.0,2020-05-10
324,Broken Hill,AU,-31.95,141.43,40,5.1,47,57.2,2020-05-10
325,Cidreira,BR,-30.18,-50.21,0,3.44,83,62.54600000000005,2020-05-10
326,Santiago,CL,-33.46,-70.65,0,2.6,76,55.400000000000006,2020-05-10
327,Mahibadhoo,MV,3.78,72.97,89,4.95,76,85.44200000000001,2020-05-10
328,Egvekinot,RU,66.32,-179.17,100,11.1,100,33.008,2020-05-10
329,Rome,US,43.21,-75.46,90,6.7,55,36.82400000000001,2020-05-10
330,Grand-Santi,GF,4.25,-54.38,18,0.85,97,72.96800000000009,2020-05-10
331,Bagamoyo,TZ,-6.43,38.9,75,5.1,78,79.16000000000008,2020-05-10
332,Ribeira Grande,PT,38.52,-28.7,33,11.93,72,59.75600000000003,2020-05-10
333,Lincoln,US,40.8,-96.67,1,9.3,78,46.32800000000007,2020-05-10
334,Nālūt,LY,30.33,10.85,73,5.67,16,80.18600000000006,2020-05-10
335,Arrondissement de Bayonne,FR,43.33,-1.42,66,1.36,93,61.79000000000002,2020-05-10
336,Landeck,AT,47.13,10.56,75,3.6,93,50.0,2020-05-10
337,Ada,US,43.42,-116.13,1,1.5,13,73.09400000000008,2020-05-10
338,Grenå,DK,56.42,10.88,54,1.5,93,47.55200000000008,2020-05-10
339,Brae,GB,60.4,-1.35,28,7.7,64,33.8,2020-05-10
340,Khāga,IN,25.78,81.12,0,5.79,17,97.84400000000008,2020-05-10
341,Senj,HR,44.99,14.91,51,0.37,85,49.98200000000001,2020-05-10
342,Kristiansand,NO,58.15,8.0,100,4.6,93,46.65200000000008,2020-05-10
343,Pangnirtung,CA,66.15,-65.71,100,4.78,92,23.0,2020-05-10
344,Ust-Tsilma,RU,65.44,52.15,1,1.65,78,45.860000000000085,2020-05-10
345,Kapoeta,SS,4.77,33.59,100,0.04,68,78.26000000000008,2020-05-10
346,São José da Coroa Grande,BR,-8.9,-35.15,72,1.34,81,76.60400000000006,2020-05-10
347,Kilindoni,TZ,-7.91,39.67,98,8.13,81,78.85400000000006,2020-05-10
348,Huicungo,PE,-7.28,-76.8,68,0.55,83,69.31400000000004,2020-05-10
349,Surgut,RU,61.25,73.42,21,4.0,35,71.6,2020-05-10
350,Tuatapere,NZ,-46.13,167.68,98,3.09,64,62.65400000000005,2020-05-10
351,Jaqué,PA,7.52,-78.17,100,0.82,85,81.01400000000004,2020-05-10
352,Harper,LR,4.38,-7.72,85,4.23,87,79.79000000000002,2020-05-10
353,Guarapuava,BR,-25.4,-51.46,0,1.39,91,47.78600000000007,2020-05-10
354,Kroya,ID,-7.63,109.25,97,1.96,67,86.27000000000007,2020-05-10
355,Kuldīga,LV,56.97,21.96,90,0.5,100,35.6,2020-05-10
356,Distrikt Brokopondo,SR,4.75,-55.17,83,3.44,88,76.316,2020-05-10
357,Sidi Ali,DZ,36.1,0.42,72,4.18,80,60.92600000000009,2020-05-10
358,Wanning,CN,18.8,110.4,2,6.06,67,88.19600000000005,2020-05-10
359,Nanjangūd,IN,12.12,76.68,83,1.63,59,83.12000000000006,2020-05-10
360,Camaná,PE,-16.62,-72.71,100,2.16,80,66.57800000000006,2020-05-10
361,Bathsheba,BB,13.22,-59.52,40,8.2,69,80.6,2020-05-10
362,Soyo,AO,-6.13,12.37,83,2.51,90,78.72800000000007,2020-05-10
363,Cockburn Town,TC,21.46,-71.14,0,7.52,85,80.85200000000009,2020-05-10
364,Ariquemes,BR,-9.91,-63.04,0,0.69,91,72.80600000000004,2020-05-10
365,Havelock,US,34.88,-76.9,1,2.39,75,47.174000000000014,2020-05-10
366,Ngaoundéré,CM,7.32,13.58,69,2.42,95,65.66000000000008,2020-05-10
367,Kungurtug,RU,50.6,97.52,0,1.09,39,51.944000000000074,2020-05-10
368,Tongliao,CN,43.61,122.27,22,9.73,21,69.74600000000005,2020-05-10
369,Cururupu,BR,-1.83,-44.87,100,1.46,95,74.89400000000008,2020-05-10
370,Porto Santo,PT,33.07,-16.34,75,7.2,72,64.4,2020-05-10
371,Beringovskiy,RU,63.05,179.32,100,14.12,96,33.83600000000007,2020-05-10
372,Linqing,CN,36.85,115.71,0,3.26,36,76.28000000000004,2020-05-10
373,Sokoto,NG,13.06,5.24,69,5.53,27,91.07600000000009,2020-05-10
374,Andenes,NO,69.31,16.12,54,4.6,86,28.4,2020-05-10
375,Pozo Colorado,PY,-23.49,-58.8,0,2.75,61,60.62000000000006,2020-05-10
376,Lamesa,US,32.74,-101.95,75,5.1,37,65.35400000000006,2020-05-10
377,Nelson Bay,AU,-32.72,152.15,0,6.7,27,64.72400000000002,2020-05-10
378,Sawtell,AU,-30.38,153.1,0,5.1,60,72.68000000000004,2020-05-10
379,Millinocket,US,45.66,-68.71,90,6.7,95,32.0,2020-05-10
380,Durban,ZA,-29.86,31.03,0,2.39,93,58.604000000000056,2020-05-10
381,Pinotepa Nacional,MX,16.32,-98.02,1,0.8,73,77.72000000000006,2020-05-10
382,Svetlaya,RU,46.54,138.33,100,5.52,90,40.891999999999996,2020-05-10
383,Maltahöhe,NA,-24.83,16.98,0,2.43,37,57.254000000000055,2020-05-10
384,Pastavy,BY,55.12,26.83,78,1.85,91,43.016000000000005,2020-05-10
385,Eyl,SO,7.98,49.82,91,0.8,73,82.38200000000002,2020-05-10
386,Aklavik,CA,68.22,-135.01,40,3.6,52,44.6,2020-05-10
387,Tual,ID,-5.67,132.75,87,8.22,76,83.66000000000008,2020-05-10
388,Uyuni,BO,-20.46,-66.83,0,2.19,42,46.36400000000003,2020-05-10
389,Gamba,GA,-2.65,10.0,100,1.51,91,76.98200000000003,2020-05-10
390,Adrar,MR,20.5,-10.07,33,5.56,14,84.65,2020-05-10
391,Bagdarin,RU,54.43,113.6,100,6.27,45,49.71200000000006,2020-05-10
392,Saldanha,ZA,-33.01,17.94,0,1.0,81,53.6,2020-05-10
393,Mikkeli,FI,61.69,27.27,4,1.44,92,31.82000000000006,2020-05-10
394,Souillac,MU,-20.52,57.52,40,3.6,73,73.4,2020-05-10
395,Guarapari,BR,-20.67,-40.5,40,0.5,93,63.35600000000003,2020-05-10
396,Pombas,CV,17.15,-25.02,90,12.3,69,73.4,2020-05-10
397,Hue,VN,16.47,107.6,20,2.1,63,93.2,2020-05-10
398,Methóni,GR,36.82,21.7,17,4.21,100,54.35600000000003,2020-05-10
399,Ongandjera,NA,-17.88,15.07,2,4.37,42,66.11000000000008,2020-05-10
400,Huarmey,PE,-10.07,-78.15,31,4.62,84,68.01800000000009,2020-05-10
401,Yerbogachën,RU,61.28,108.01,100,10.13,63,46.67000000000006,2020-05-10
402,Saint-Joseph,RE,-21.37,55.62,75,4.1,82,68.0,2020-05-10
403,Pecos,US,31.42,-103.49,1,8.2,25,77.0,2020-05-10
404,Alta Floresta,BR,-9.88,-56.09,73,1.12,94,72.55400000000006,2020-05-10
405,Vanimo,PG,-2.67,141.3,69,3.64,68,86.93600000000006,2020-05-10
406,Darnah,LY,32.77,22.64,0,0.71,56,60.62000000000006,2020-05-10
407,Malangali,TZ,-8.57,34.85,0,5.0,75,58.406000000000034,2020-05-10
408,Kisesa,TZ,-3.08,34.15,75,3.85,86,64.11200000000005,2020-05-10
409,Wichita Falls,US,33.91,-98.49,1,3.1,59,61.483999999999995,2020-05-10
410,Beipiao,CN,41.79,120.78,1,9.95,18,72.46400000000003,2020-05-10
411,Park Forest,US,41.49,-87.67,1,4.41,49,48.254000000000055,2020-05-10
412,Fonte Boa,BR,-2.5,-66.27,100,1.71,98,74.39000000000001,2020-05-10
413,Aras,ES,42.56,-2.36,20,0.5,93,55.400000000000006,2020-05-10
414,Boulder,US,40.08,-105.35,90,1.5,43,44.83399999999999,2020-05-10
415,Olafsvik,IS,64.89,-23.71,0,4.73,73,37.88600000000007,2020-05-10
416,San Juan del Sur,NI,11.25,-85.87,54,6.4,77,82.65200000000007,2020-05-10
417,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,8,10.0,31,50.0,2020-05-10
418,Koslan,RU,63.46,48.9,15,0.9,83,46.59800000000003,2020-05-10
419,Balabac,PH,7.99,117.06,98,2.41,66,87.98000000000005,2020-05-10
420,Sault Ste. Marie,CA,46.52,-84.33,40,2.6,69,32.25200000000008,2020-05-10
421,Kovin,RS,44.75,20.98,0,1.0,45,55.274000000000015,2020-05-10
422,Mossamedes,AO,-15.2,12.15,81,0.96,48,79.37600000000009,2020-05-10
423,Balkanabat,TM,39.51,54.37,66,6.08,33,77.21600000000001,2020-05-10
424,Rabaul,PG,-4.2,152.17,11,4.05,68,87.78200000000001,2020-05-10
425,Alice Springs,AU,-23.7,133.88,0,7.2,27,64.4,2020-05-10
426,Pemba,MZ,-12.97,40.52,6,6.41,84,72.35600000000002,2020-05-10
427,Hailar,CN,49.2,119.7,98,9.43,47,51.29600000000005,2020-05-10
428,Tahe,CN,52.33,124.73,99,3.68,38,53.708000000000006,2020-05-10
429,Lufilufi,WS,-13.87,-171.6,75,4.6,79,86.0,2020-05-10
430,Rapid Valley,US,44.06,-103.15,1,2.1,69,38.12000000000006,2020-05-10
431,Fairbanks,US,64.84,-147.72,1,2.16,20,71.16800000000009,2020-05-10
432,Kemin,KG,42.78,75.69,95,1.46,71,58.67600000000009,2020-05-10
433,Paso de Carrasco,UY,-34.86,-56.05,0,4.1,71,52.483999999999995,2020-05-10
434,Batesville,US,35.77,-91.64,1,1.5,58,53.20400000000005,2020-05-10
435,İdil,TR,37.34,41.89,7,2.9,84,55.346000000000046,2020-05-10
436,Saint-Pierre,RE,-21.34,55.48,75,4.1,82,64.68800000000005,2020-05-10
437,Grindavik,IS,63.84,-22.43,5,0.5,59,35.6,2020-05-10
438,Alyangula,AU,-13.85,136.42,40,5.1,55,87.80000000000001,2020-05-10
439,Vila Velha,BR,-20.33,-40.29,40,0.5,93,63.33800000000005,2020-05-10
440,Perth,AU,-31.93,115.83,0,4.6,35,70.12400000000002,2020-05-10
441,Guerrero Negro,MX,27.98,-114.06,0,6.66,80,65.49800000000002,2020-05-10
442,Pangkalanbuun,ID,-2.68,111.62,94,1.67,60,88.95200000000008,2020-05-10
443,Samaná,DO,19.21,-69.34,43,2.24,89,77.07200000000003,2020-05-10
444,Pontianak,ID,-0.03,109.33,75,2.6,74,87.80000000000001,2020-05-10
445,Yulara,AU,-25.24,130.99,93,6.7,34,64.4,2020-05-10
446,Itoman,JP,26.12,127.67,20,5.1,78,82.27400000000002,2020-05-10
447,Rosarito,MX,32.33,-117.03,1,2.6,77,65.60600000000002,2020-05-10
448,Tulsa,US,36.1,-95.9,1,0.65,71,57.00200000000008,2020-05-10
449,Wajima,JP,37.4,136.9,75,7.2,73,73.4,2020-05-10
450,Kamo,JP,37.65,139.05,75,5.1,73,69.90800000000002,2020-05-10
451,Mayo,US,38.89,-76.51,1,1.5,52,38.31800000000008,2020-05-10
452,Matagami,CA,49.75,-77.63,90,3.1,92,26.6,2020-05-10
453,Noumea,NC,-22.28,166.46,64,2.6,57,79.592,2020-05-10
454,Lata,PT,40.16,-8.33,75,1.38,97,52.64600000000005,2020-05-10
455,Parli,IN,18.85,76.53,8,1.65,22,95.12600000000009,2020-05-10
456,Baracoa,CU,20.35,-74.5,74,0.78,85,78.53000000000004,2020-05-10
457,Kruisfontein,ZA,-34.0,24.73,0,3.57,39,62.312000000000054,2020-05-10
458,Wentzville,US,38.81,-90.85,95,2.47,69,51.49400000000007,2020-05-10
459,Spartanburg,US,34.95,-81.93,1,1.5,57,46.05800000000001,2020-05-10
460,Honiara,SB,-9.43,159.95,20,6.7,70,89.6,2020-05-10
461,Jackson,US,42.42,-122.83,1,3.1,36,78.9260000000001,2020-05-10
462,Guerrero,MX,17.67,-100.0,0,2.47,55,73.59800000000003,2020-05-10
463,Wajir,KE,1.75,40.06,98,5.58,82,75.16400000000004,2020-05-10
464,Moose Factory,CA,51.26,-80.61,90,4.1,97,32.0,2020-05-10
465,Tegul'det,RU,57.31,88.17,42,1.63,39,75.88399999999999,2020-05-10
466,Comodoro Rivadavia,AR,-45.87,-67.5,100,4.6,62,55.400000000000006,2020-05-10
467,Kloulklubed,PW,7.04,134.26,90,2.6,78,82.4,2020-05-10
468,Caconda,AO,-13.73,15.07,99,1.32,73,54.194000000000074,2020-05-10
469,Tyukalinsk,RU,55.87,72.2,0,4.95,43,70.08800000000005,2020-05-10
470,Maniitsoq,GL,65.42,-52.9,90,2.76,72,39.21800000000009,2020-05-10
471,Ingham,US,42.6,-84.38,90,1.5,33,42.36800000000009,2020-05-10
472,Porto-Novo,BJ,6.5,2.6,40,3.6,83,84.2,2020-05-10
473,Hermiston,US,45.84,-119.29,1,3.1,28,73.99400000000009,2020-05-10
474,Jalu,LY,29.03,21.55,0,3.14,26,65.2100000000001,2020-05-10
475,Tokur,RU,53.13,132.9,87,4.92,55,54.21200000000006,2020-05-10
476,Bireun,ID,5.2,96.7,100,1.64,75,83.174,2020-05-10
477,Klaksvík,FO,62.23,-6.59,100,7.2,74,30.2,2020-05-10
478,Moba,CN,33.23,105.02,0,2.81,54,60.674000000000014,2020-05-10
479,Placerville,US,38.73,-120.8,1,2.1,53,74.13800000000005,2020-05-10
480,Lázaro Cárdenas,MX,17.96,-102.2,1,1.07,85,77.18000000000004,2020-05-10
481,Caririaçu,BR,-7.04,-39.28,21,2.29,100,65.33600000000007,2020-05-10
482,Sison,PH,16.17,120.52,67,1.84,45,96.45800000000001,2020-05-10
483,Urla,TR,38.32,26.76,0,1.0,87,50.32400000000001,2020-05-10
484,Tilichiki,RU,60.47,166.1,100,2.84,100,33.242,2020-05-10
485,Turaif,SA,31.67,38.66,0,4.1,93,55.400000000000006,2020-05-10
486,Los Llanos de Aridane,ES,28.66,-17.92,18,4.6,72,66.2,2020-05-10
487,Agüimes,ES,27.91,-15.45,40,6.2,64,68.0,2020-05-10
488,Belawan,ID,3.78,98.68,40,3.1,74,86.0,2020-05-10
489,Kajaani,FI,64.23,27.73,0,1.0,92,26.6,2020-05-10
490,Vanavara,RU,60.34,102.28,13,8.55,37,55.148000000000025,2020-05-10
491,Apolda,DE,51.02,11.5,76,1.03,86,48.68600000000007,2020-05-10
492,Sittwe,MM,20.15,92.9,0,1.81,46,89.51000000000008,2020-05-10
493,Krasnogorsk,RU,55.82,37.32,100,6.0,53,52.898000000000025,2020-05-10
494,Bulungu,CD,-4.55,18.6,99,0.18,96,70.98800000000006,2020-05-10
495,Viedma,AR,-40.81,-63.0,43,6.4,39,59.59400000000008,2020-05-10
496,Taunggyi,MM,20.78,97.03,0,1.17,30,89.47400000000002,2020-05-10
497,Chardara,KZ,41.25,67.97,0,3.54,53,72.37400000000002,2020-05-10
498,Hefei,CN,31.86,117.28,40,3.0,68,70.86200000000005,2020-05-10
499,Abapó,BO,-18.83,-63.47,0,0.93,93,54.464000000000034,2020-05-10
500,Omsukchan,RU,62.53,155.8,100,7.34,92,33.65600000000003,2020-05-10
501,Nurota,UZ,40.56,65.69,0,5.1,64,68.0,2020-05-10
502,Okakarara,NA,-20.58,17.43,0,2.0,48,50.72000000000006,2020-05-10
503,Rawson,AR,-43.3,-65.1,74,9.28,38,63.08600000000007,2020-05-10
504,Itamaraju,BR,-17.04,-39.53,20,1.8,94,62.67200000000004,2020-05-10
505,Alofi,NU,-19.06,-169.92,100,3.6,74,84.2,2020-05-10
506,Tsabong,BW,-26.02,22.4,0,4.12,35,58.98200000000001,2020-05-10
507,Pamekasan,ID,-7.16,113.47,85,5.63,74,84.81200000000007,2020-05-10
508,Belaya Gora,RU,68.53,146.42,98,4.04,89,34.86200000000006,2020-05-10
509,Lufkin,US,31.34,-94.73,1,2.36,82,56.96600000000001,2020-05-10
510,Luau,AO,-10.71,22.22,29,1.65,78,60.78200000000002,2020-05-10
511,Ararat,AM,39.83,44.7,75,2.1,93,50.0,2020-05-10
512,Kikwit,CD,-5.04,18.82,99,0.94,95,71.25800000000001,2020-05-10
513,Lazarev,RU,52.23,141.51,17,7.07,82,36.59000000000002,2020-05-10
514,Umluj,SA,25.02,37.27,100,4.28,37,72.12200000000004,2020-05-10
515,Tsumeb,NA,-19.23,17.72,11,5.1,41,58.33399999999999,2020-05-10
516,Leshukonskoye,RU,64.9,45.76,52,2.17,83,44.99600000000005,2020-05-10
517,Cherskiy,RU,68.75,161.3,100,5.88,60,43.73600000000007,2020-05-10
518,Omboué,GA,-1.57,9.26,99,1.12,87,77.59400000000008,2020-05-10
519,Oranjestad,AW,12.52,-70.03,40,9.8,78,80.6,2020-05-10
520,Mustvee,EE,58.85,26.94,14,0.91,86,34.483999999999995,2020-05-10
521,Vágur,FO,61.47,-6.81,93,10.71,82,34.91600000000001,2020-05-10
522,Portland,US,45.52,-122.68,75,4.6,24,78.00800000000001,2020-05-10
523,Sur,OM,22.57,59.53,0,1.52,46,87.458,2020-05-10
524,Longyan,CN,25.11,117.02,73,1.51,65,87.47600000000008,2020-05-10
525,Hanna,CA,51.63,-111.9,26,4.02,62,39.992,2020-05-10
526,Lima,PE,-12.04,-77.03,15,5.7,73,69.80000000000001,2020-05-10
527,Catuday,PH,16.29,119.81,86,5.9,69,86.342,2020-05-10
528,Muros,ES,42.78,-9.06,22,1.34,92,53.99600000000005,2020-05-10
529,Flinders,AU,-34.58,150.86,0,2.68,38,64.00400000000005,2020-05-10
530,Peterhead,GB,57.51,-1.8,75,6.7,86,39.36200000000006,2020-05-10
531,Ha Giang,VN,22.83,104.98,3,1.38,47,96.3680000000001,2020-05-10
532,Praia,CV,14.92,-23.51,40,6.7,73,71.6,2020-05-10
533,Brainerd,US,46.36,-94.2,90,2.1,93,37.70600000000003,2020-05-10
534,Talnakh,RU,69.49,88.4,40,9.0,97,32.0,2020-05-10
535,Sobolevo,RU,54.43,31.9,96,2.26,79,48.63200000000002,2020-05-10
536,Yoro,HN,15.13,-87.13,100,0.11,78,75.11000000000008,2020-05-10
537,Chavakachcheri,LK,9.66,80.16,93,1.04,69,87.99800000000002,2020-05-10
538,Comarapa,BO,-17.9,-64.48,2,1.26,89,49.83800000000005,2020-05-10
539,Hobyo,SO,5.35,48.53,73,2.52,72,84.434,2020-05-10
540,Porgera,PG,-5.47,143.2,88,1.34,100,52.10600000000003,2020-05-10
541,Nelspruit,ZA,-25.47,30.97,3,0.5,87,55.400000000000006,2020-05-10
542,Kuala Perlis,MY,6.4,100.13,20,2.01,79,87.53000000000004,2020-05-10
543,Muravlenko,RU,63.79,74.52,98,7.34,69,55.022000000000034,2020-05-10
544,Dukat,RU,62.55,155.55,100,6.94,98,31.04600000000005,2020-05-10
545,Roald,NO,62.58,6.13,100,7.2,59,36.842,2020-05-10
546,Haines Junction,CA,60.75,-137.51,97,1.53,33,65.48000000000005,2020-05-10
547,Jimma,ET,7.67,36.83,84,0.22,87,60.854000000000056,2020-05-10
548,Imbituba,BR,-28.24,-48.67,40,4.6,82,68.0,2020-05-10
549,Pochutla,MX,15.74,-96.47,0,1.16,76,84.99199999999999,2020-05-10
550,Soavinandriana,MG,-19.17,46.73,43,2.22,95,55.688000000000045,2020-05-10
551,Nicoya,CR,10.15,-85.45,100,7.6,87,73.99400000000009,2020-05-10
552,Kavaratti,IN,10.57,72.64,40,1.5,70,87.80000000000001,2020-05-10
553,Enniskerry,IE,53.19,-6.17,75,3.1,93,50.648000000000025,2020-05-10
554,Pangai,TO,-19.8,-174.35,75,3.1,83,80.6,2020-05-10
555,Saint-Prosper,CA,46.21,-70.48,100,4.47,61,29.174000000000014,2020-05-10
556,Pemangkat,ID,1.17,108.97,4,2.61,65,87.06200000000007,2020-05-10
557,Yantal',RU,56.85,105.25,100,6.52,76,55.43600000000007,2020-05-10
558,Verkhoyansk,RU,67.54,133.38,99,1.7,95,32.432000000000016,2020-05-10
559,Jérémie,HT,18.65,-74.12,93,1.24,75,79.05200000000008,2020-05-10
560,Naze,JP,28.37,129.48,75,6.2,94,74.3180000000001,2020-05-10
561,Altay,CN,47.87,88.12,0,3.18,27,62.06000000000009,2020-05-10
562,Urengoy,RU,65.97,78.37,92,5.13,73,39.21800000000009,2020-05-10
563,Les Cayes,HT,18.2,-73.75,58,2.78,86,78.26000000000008,2020-05-10
564,Uribia,CO,11.71,-72.27,43,7.01,71,80.65400000000005,2020-05-10
565,Tikhvin,RU,59.65,33.53,63,1.39,65,42.54800000000002,2020-05-10
566,São Geraldo do Araguaia,BR,-6.4,-48.55,100,0.8,91,75.14600000000004,2020-05-10
567,Praia,CV,14.92,-23.51,40,6.7,73,71.6,2020-05-10
568,Río Cuarto,AR,-33.13,-64.35,0,2.6,51,59.0,2020-05-10
569,Ayr,GB,55.46,-4.63,75,5.7,81,46.23800000000004,2020-05-10
570,Riyadh,SA,24.69,46.72,100,5.1,32,82.4,2020-05-10
571,Qandala,SO,11.47,49.87,32,0.72,49,88.37600000000009,2020-05-10
572,Karpathos,GR,35.51,27.21,0,8.7,82,62.6,2020-05-10
